title,author,num_ratings,num_reviews,avg_rating,num_pages,language,series,1_rating_count,2_rating_count,3_rating_count,4_rating_count,5_rating_count,publish_year,publish_month,publish_day,fiction,republish
The Angel of Darkness,Caleb Carr,22401.0,1234.0,3.98,752.0,English,1,159.0,881.0,5063.0,9356.0,6942.0,1997.0,10.0,23.0,1,0
Fifteen Dogs,André Alexis,17038.0,2181.0,3.78,159.0,English,1,540.0,1343.0,4083.0,6362.0,4710.0,2015.0,11.0,5.0,1,1
Entwined with You,Sylvia Day,169930.0,9946.0,4.19,356.0,English,1,2457.0,7410.0,27495.0,50866.0,81702.0,2013.0,6.0,4.0,1,0
The Long Fall,Penelope Wilcock,181.0,27.0,4.48,224.0,?,1,1.0,5.0,13.0,50.0,112.0,2015.0,2.0,20.0,1,1
The Red Light Princess,James W. Bodden,22.0,7.0,4.36,156.0,English,0,0.0,1.0,1.0,9.0,11.0,2014.0,12.0,13.0,0,0
Maar buiten is het feest,Arthur Japin,1130.0,103.0,3.67,310.0,Dutch,0,34.0,73.0,323.0,506.0,194.0,2012.0,9.0,23.0,1,1
Three Rivers Rising: A Novel of the Johnstown Flood,Jame Richards,1101.0,228.0,3.76,304.0,English,0,33.0,75.0,308.0,391.0,294.0,2010.0,4.0,13.0,1,0
"Below the Water Line: Getting Out, Going Back, and Moving Forward in the Decade After Hurricane Katrina",Lisa Karlin,57.0,28.0,4.37,367.0,English,0,1.0,1.0,4.0,21.0,30.0,2015.0,8.0,29.0,0,1
The Potty Mouth at the Table,Laurie Notaro,2814.0,288.0,3.69,256.0,English,0,73.0,246.0,836.0,973.0,686.0,2013.0,5.0,7.0,0,1
Identity Crisis,Debbi Mack,789.0,113.0,3.47,276.0,English,1,20.0,96.0,304.0,235.0,134.0,2015.0,8.0,28.0,1,1
Terra Sonâmbula,Mia Couto,2470.0,182.0,4.05,208.0,Portuguese,0,22.0,104.0,498.0,949.0,897.0,2007.0,6.0,11.0,1,1
Plaidoyer pour le bonheur,Matthieu Ricard,4786.0,321.0,4.12,380.0,French,0,80.0,195.0,840.0,1621.0,2050.0,2007.0,10.0,23.0,0,1
"Wood, Talc And Mr. J: We Never Had It So Good... (The Rowlings Years, Book 1)",Chris   Rose,156.0,25.0,4.39,?,?,0,9.0,6.0,13.0,15.0,113.0,2015.0,4.0,6.0,1,1
El libro de los abrazos,Eduardo Galeano,5169.0,608.0,4.29,265.0,Spanish,0,49.0,157.0,650.0,1703.0,2610.0,1996.0,10.0,23.0,1,1
Family Wisdom from the Monk Who Sold His Ferrari,Robin S. Sharma,1137.0,78.0,3.94,250.0,English,0,27.0,65.0,244.0,416.0,385.0,2003.0,9.0,1.0,0,1
Cinnamon,V.C. Andrews,2718.0,54.0,3.71,184.0,English,1,88.0,305.0,783.0,669.0,873.0,2001.0,6.0,26.0,1,0
Chiếc chìa khoá vàng hay truyện ly kỳ của Buratinô,Aleksey Nikolayevich Tolstoy,4541.0,33.0,4.06,?,Vietnamese,0,99.0,323.0,844.0,1231.0,2044.0,?,?,?,1,1
Cuentos,Edgar Allan Poe,6524.0,335.0,4.24,1090.0,Spanish,1,55.0,186.0,890.0,2418.0,2975.0,2009.0,5.0,19.0,1,1
A River Sutra,Gita Mehta,2036.0,158.0,3.88,304.0,English,0,23.0,121.0,543.0,730.0,619.0,1994.0,6.0,28.0,1,1
Freedom Next Time,John Pilger,615.0,48.0,4.23,496.0,English,0,3.0,17.0,88.0,233.0,274.0,2011.0,3.0,8.0,0,1
Elixir,Jennifer L. Armentrout,26232.0,1709.0,4.4,74.0,English,1,158.0,515.0,2967.0,7739.0,14853.0,2012.0,11.0,27.0,0,1
The Fortune of the Rougons,Émile Zola,4060.0,262.0,3.81,347.0,English,1,120.0,240.0,1011.0,1622.0,1067.0,1985.0,9.0,23.0,1,1
Through a Window: My Thirty Years with the Chimpanzees of Gombe,Jane Goodall,2118.0,139.0,4.26,268.0,English,0,18.0,36.0,310.0,768.0,986.0,1990.0,10.0,1.0,0,1
The Pirate Daughter's Promise,Molly Evangeline,157.0,29.0,3.82,240.0,English,1,5.0,17.0,33.0,48.0,54.0,2008.0,5.0,1.0,0,0
Angel Fall,Coleman  Luck,152.0,32.0,3.96,344.0,English,0,10.0,15.0,22.0,29.0,76.0,2009.0,8.0,30.0,1,1
Starfish Girl,Athena Villaverde,133.0,49.0,3.83,160.0,English,0,4.0,9.0,32.0,48.0,40.0,2010.0,10.0,18.0,1,0
Nicholas,Emma Lang,233.0,24.0,4.17,218.0,English,1,2.0,10.0,41.0,73.0,107.0,2014.0,2.0,12.0,0,0
A Death in Vienna,Daniel Silva,19926.0,868.0,4.2,432.0,English,1,82.0,309.0,2982.0,8779.0,7774.0,2005.0,8.0,4.0,1,1
Dreamless,Josephine Angelini,37677.0,2345.0,4.19,487.0,English,1,515.0,1333.0,5885.0,12605.0,17339.0,2012.0,5.0,29.0,0,0
King James Version Holy Bible,Anonymous,201785.0,5149.0,4.42,?,English,0,12045.0,8210.0,13985.0,17125.0,150420.0,2004.0,2.0,20.0,0,1
Batman: Dark Victory,Jeph Loeb,25947.0,717.0,4.12,391.0,English,1,314.0,864.0,4482.0,9974.0,10313.0,2002.0,10.0,1.0,0,1
The Language of God: A Scientist Presents Evidence for Belief,Francis S. Collins,8278.0,910.0,3.85,294.0,English,0,261.0,571.0,1854.0,3054.0,2538.0,2006.0,7.0,1.0,0,1
"Black, White, Other: In Search of Nina Armstrong",Joan Steinau Lester,203.0,64.0,3.24,222.0,English,0,17.0,32.0,67.0,59.0,28.0,2011.0,8.0,27.0,1,1
"If You Have to Cry, Go Outside: And Other Things Your Mother Never Told You",Kelly Cutrone,5576.0,503.0,3.78,208.0,English,0,169.0,493.0,1447.0,1756.0,1711.0,2010.0,12.0,28.0,0,1
The Kalevala,Elias Lönnrot,4133.0,279.0,4.05,679.0,English,0,50.0,173.0,848.0,1500.0,1562.0,1999.0,5.0,13.0,1,1
A Blaze of Glory,Jeff Shaara,4262.0,501.0,4.06,435.0,English,1,33.0,138.0,792.0,1874.0,1425.0,2012.0,5.0,29.0,1,1
"Friday, or, The Other Island",Michel Tournier,2061.0,92.0,3.79,236.0,English,0,57.0,187.0,492.0,718.0,607.0,1997.0,3.0,18.0,1,1
The Rosie Effect,Graeme Simsion,92728.0,9913.0,3.59,?,English,1,1500.0,8312.0,32748.0,34336.0,15832.0,2014.0,12.0,30.0,1,1
Violence Begets...,P.T. Denys,922.0,270.0,4.18,293.0,English,1,30.0,53.0,119.0,240.0,480.0,2013.0,12.0,25.0,0,0
One Part Woman,Perumal Murugan,3033.0,442.0,3.72,256.0,English,0,75.0,208.0,852.0,1249.0,649.0,2014.0,10.0,23.0,1,1
A Shift in the Water,Patricia D. Eddy,837.0,125.0,3.9,426.0,English,1,21.0,52.0,208.0,268.0,288.0,2014.0,9.0,23.0,0,0
Unchosen,Alisa Mullen,407.0,84.0,4.27,262.0,English,1,3.0,9.0,60.0,137.0,198.0,2014.0,5.0,12.0,0,0
It's Not Summer Without You,Jenny Han,101224.0,4986.0,4.11,288.0,English,1,1562.0,4815.0,19053.0,31594.0,44200.0,2010.0,4.0,27.0,0,1
After the Gazebo,Jen Knox,38.0,17.0,4.5,182.0,English,0,0.0,1.0,5.0,6.0,26.0,2015.0,5.0,23.0,1,0
Biting Bad,Chloe Neill,14690.0,788.0,4.19,350.0,English,1,75.0,346.0,2402.0,5741.0,6126.0,2013.0,8.0,6.0,0,0
The Death and Life of Charlie St. Cloud,Ben Sherwood,53435.0,2309.0,4.01,288.0,English,0,837.0,2640.0,11702.0,18375.0,19881.0,2004.0,3.0,2.0,1,1
Dumbing Us Down: The Hidden Curriculum of Compulsory Schooling,John Taylor Gatto,5943.0,772.0,4.17,142.0,English,0,98.0,215.0,888.0,2116.0,2626.0,2005.0,3.0,1.0,0,1
Raintree: Inferno,Linda Howard,2893.0,153.0,3.66,280.0,English,1,97.0,314.0,813.0,918.0,751.0,2007.0,4.0,24.0,1,0
The Paying Guests,Sarah Waters,65385.0,8046.0,3.41,564.0,English,0,3366.0,8684.0,21127.0,22159.0,10049.0,2014.0,9.0,16.0,1,1
La Trilogía de la Niebla,Carlos Ruiz Zafón,1115.0,70.0,4.13,877.0,Spanish,1,8.0,46.0,195.0,413.0,453.0,2007.0,10.0,23.0,0,0
The Jigsaw Man,Gord Rollo,1988.0,164.0,3.81,289.0,English,0,92.0,181.0,417.0,622.0,676.0,2012.0,10.0,17.0,1,1
Lock In,John Scalzi,49099.0,5442.0,3.88,336.0,English,1,915.0,2133.0,11042.0,22638.0,12371.0,2014.0,8.0,26.0,1,0
Тореадори з Васюківки,Vsevolod Nestayko,778.0,41.0,4.65,544.0,Ukrainian,0,2.0,9.0,43.0,153.0,571.0,2004.0,9.0,4.0,1,1
The Good Woman of Setzuan,Bertolt Brecht,6016.0,192.0,3.71,112.0,English,0,123.0,543.0,1711.0,2202.0,1437.0,1999.0,11.0,15.0,1,1
School And Other Stories,Arkady Gaydar,40.0,1.0,4.65,337.0,English,0,0.0,0.0,1.0,12.0,27.0,1967.0,10.0,23.0,0,1
Angel,James Patterson,46757.0,1967.0,4.02,298.0,English,1,1360.0,3132.0,8902.0,13297.0,20066.0,2011.0,2.0,14.0,0,0
Love Me,Jillian Dodd,5926.0,445.0,4.39,367.0,English,1,51.0,130.0,631.0,1749.0,3365.0,2013.0,8.0,11.0,0,1
Karl Marx: A Biography,David McLellan,203.0,15.0,3.82,512.0,English,0,4.0,14.0,53.0,76.0,56.0,2006.0,8.0,22.0,0,1
Jimmy,Luke Hartwell,131.0,36.0,3.5700000000000003,32.0,?,0,6.0,10.0,47.0,39.0,29.0,2013.0,11.0,22.0,0,1
Toyota Under Fire: Lessons for Turning Crisis Into Opportunity,Jeffrey K. Liker,80.0,10.0,4.08,242.0,English,0,0.0,3.0,20.0,25.0,32.0,2011.0,4.0,4.0,0,1
Endurance,Frank A. Worsley,11182.0,173.0,4.44,336.0,English,0,76.0,123.0,1002.0,3555.0,6426.0,2000.0,2.0,17.0,0,1
"A Treasury of Irish Myth, Legend and Folklore",W.B. Yeats,1357.0,10.0,4.18,704.0,English,0,14.0,37.0,253.0,435.0,618.0,1988.0,5.0,11.0,1,1
Crush,Richard Siken,16332.0,1060.0,4.3,62.0,English,0,446.0,681.0,1893.0,3764.0,9548.0,2005.0,4.0,11.0,0,0
"The Heart of Everything That Is: The Untold Story of Red Cloud, An American Legend",Bob Drury,3812.0,513.0,4.06,432.0,English,0,67.0,137.0,640.0,1606.0,1362.0,2013.0,11.0,5.0,0,1
Namath: A Biography,Mark Kriegel,614.0,43.0,3.98,512.0,English,0,9.0,20.0,128.0,274.0,183.0,2005.0,7.0,26.0,0,1
Lost on a Mountain in Maine,Donn Fendler,1471.0,189.0,3.87,112.0,English,0,36.0,87.0,357.0,541.0,450.0,2013.0,12.0,23.0,0,1
Beyond Katrina: A Meditation on the Mississippi Gulf Coast,Natasha Trethewey,359.0,52.0,3.87,144.0,English,0,12.0,21.0,88.0,118.0,120.0,2010.0,9.0,1.0,0,0
Article 5,Kristen Simmons,26915.0,2697.0,3.77,362.0,English,1,1113.0,2346.0,6452.0,8683.0,8321.0,2012.0,1.0,31.0,0,1
Storm Clouds Rolling In,Virginia Gaffney,8460.0,603.0,4.1,570.0,English,1,224.0,415.0,1368.0,2769.0,3684.0,2010.0,4.0,12.0,1,1
Kindling the Moon,Jenn Bennett,9122.0,757.0,3.77,358.0,English,1,264.0,598.0,2323.0,3680.0,2257.0,2011.0,6.0,28.0,0,0
Nooit meer slapen,Willem Frederik Hermans,5881.0,210.0,3.86,251.0,Dutch,0,124.0,360.0,1317.0,2482.0,1598.0,1974.0,10.0,23.0,1,1
Long Holler Road - A Dark Southern Thriller,David Lee Malone,114.0,11.0,3.81,199.0,?,0,4.0,12.0,24.0,36.0,38.0,2014.0,1.0,12.0,0,1
Gently Falls the Bakula,Sudha Murty,3030.0,189.0,3.9,169.0,English,0,64.0,177.0,686.0,1177.0,926.0,2019.0,2.0,14.0,1,1
Escape from the Land of Snows: The Young Dalai Lama's Harrowing Flight to Freedom and the Making of a Spiritual Hero,Stephan Talty,335.0,57.0,3.89,320.0,English,0,5.0,17.0,85.0,131.0,97.0,2011.0,1.0,18.0,0,1
Briar's Book,Tamora Pierce,27341.0,447.0,4.17,258.0,English,1,145.0,816.0,5166.0,9433.0,11781.0,2000.0,3.0,1.0,1,1
The Soul of Rumi: A New Collection of Ecstatic Poems,Rumi,3740.0,113.0,4.51,425.0,?,0,30.0,46.0,297.0,993.0,2374.0,2002.0,9.0,17.0,0,1
Black Dust Mambo,Adrian Phoenix,2161.0,204.0,3.65,368.0,English,1,135.0,205.0,558.0,646.0,617.0,2010.0,6.0,29.0,0,1
Phantom,Susan  Kay,10991.0,820.0,4.33,468.0,English,0,174.0,337.0,1353.0,2924.0,6203.0,2006.0,3.0,15.0,1,1
Captain America: Winter Soldier,Ed Brubaker,4490.0,316.0,4.32,304.0,English,1,32.0,93.0,523.0,1606.0,2236.0,2010.0,4.0,14.0,1,1
Phase Two: Evaluate,Rose Wynters,55.0,10.0,4.13,149.0,English,1,0.0,5.0,10.0,13.0,27.0,2014.0,4.0,12.0,0,0
Wild Born,Brandon Mull,13826.0,1319.0,4.01,224.0,English,1,287.0,764.0,2944.0,4332.0,5499.0,2013.0,9.0,10.0,1,1
حكومة الظل,منذر القباني,7654.0,1264.0,3.9,173.0,Arabic,1,270.0,525.0,1693.0,2407.0,2759.0,2006.0,10.0,23.0,1,0
The Island on Bird Street,Uri Orlev,1647.0,120.0,3.74,176.0,English,0,63.0,160.0,383.0,579.0,462.0,1992.0,1.0,20.0,1,1
Pursuit of Happiness,David G. Myers,139.0,14.0,3.72,336.0,English,0,3.0,13.0,38.0,51.0,34.0,1993.0,6.0,1.0,0,1
Morning And Evening,Charles Haddon Spurgeon,7490.0,181.0,4.54,752.0,English,0,44.0,96.0,621.0,1702.0,5027.0,2001.0,12.0,1.0,0,1
Power Play,Danielle Steel,6309.0,516.0,3.77,339.0,English,0,203.0,549.0,1635.0,2050.0,1872.0,2014.0,3.0,13.0,1,1
Save the Cat: The Last Book on Screenwriting You'll Ever Need,Blake Snyder,10919.0,1205.0,4.06,195.0,English,0,204.0,535.0,1945.0,3976.0,4259.0,2005.0,5.0,25.0,0,1
Why Love Matters: How Affection Shapes a Baby's Brain,Sue Gerhardt,1178.0,88.0,4.33,256.0,English,0,12.0,34.0,150.0,345.0,637.0,2005.0,1.0,1.0,0,1
Salvation of a Saint,Keigo Higashino,9056.0,1165.0,3.92,384.0,English,1,64.0,339.0,2135.0,4212.0,2306.0,2013.0,1.0,1.0,1,1
Under a Blood Moon,Carrigan Richards,62.0,26.0,3.95,344.0,English,1,2.0,4.0,15.0,15.0,26.0,2014.0,2.0,18.0,0,1
Blood Debt,Nancy Straight,2396.0,366.0,3.88,194.0,English,1,105.0,173.0,488.0,762.0,868.0,2012.0,7.0,15.0,0,1
Into the Labyrinth,Margaret Weis,19223.0,141.0,4.11,441.0,English,1,143.0,669.0,3676.0,7202.0,7533.0,1994.0,7.0,1.0,1,1
The Kommandant's Mistress,Sherri Szeman,537.0,88.0,3.79,280.0,English,0,27.0,38.0,118.0,191.0,163.0,2000.0,9.0,12.0,1,1
Losing It,Cora Carmack,96986.0,7043.0,3.75,189.0,English,1,2666.0,7785.0,26334.0,34615.0,25586.0,2012.0,10.0,15.0,0,1
Serenad,O.Z. Livaneli,8361.0,443.0,4.38,484.0,Turkish,0,63.0,220.0,871.0,2550.0,4657.0,2011.0,3.0,23.0,1,1
The Life Recovery Bible NLT,Stephen Arterburn,263.0,20.0,4.77,1760.0,English,0,3.0,1.0,7.0,31.0,221.0,2012.0,12.0,14.0,0,1
Alex: The Life of a Child,Frank Deford,1490.0,172.0,4.38,142.0,English,0,10.0,23.0,175.0,463.0,819.0,1997.0,7.0,30.0,0,1
Los árboles mueren de pie,Alejandro Casona,2656.0,170.0,4.17,136.0,Spanish,0,22.0,82.0,450.0,961.0,1141.0,2003.0,6.0,28.0,1,1
TOP 10 SEO TIPS (EZ Website Promotion),Darren Varndell,81.0,10.0,3.23,25.0,English,0,10.0,13.0,24.0,16.0,18.0,2013.0,12.0,30.0,0,1
Michelangelo and the Pope's Ceiling,Ross King,29318.0,653.0,3.74,384.0,English,0,2206.0,2437.0,6134.0,8536.0,10005.0,2003.0,10.0,23.0,0,0
Rights Talk: The Impoverishment of Political Discourse,Mary Ann Glendon,81.0,6.0,4.01,236.0,English,0,1.0,5.0,13.0,35.0,27.0,1993.0,7.0,30.0,0,1
العقيدة وأثرها في بناء الجيل,عبد الله عزام,56.0,11.0,3.95,52.0,Arabic,0,5.0,2.0,12.0,9.0,28.0,2019.0,1.0,1.0,0,1
Canyons,Gary Paulsen,1437.0,158.0,3.69,192.0,English,0,35.0,132.0,453.0,446.0,371.0,1991.0,8.0,1.0,1,1
Sanctuary: A Tale of Life in the Woods,Paul Monette,146.0,19.0,3.84,96.0,English,0,4.0,6.0,42.0,52.0,42.0,1999.0,11.0,1.0,1,1
Still Life with Bread Crumbs,Anna Quindlen,46823.0,4714.0,3.65,252.0,English,0,1951.0,3439.0,13574.0,18103.0,9756.0,2014.0,1.0,28.0,1,1
Crimson Eve,Brandilyn Collins,794.0,52.0,4.31,342.0,English,1,7.0,7.0,117.0,267.0,396.0,2007.0,9.0,30.0,1,1
Diary of Saint Maria Faustina Kowalska: Divine Mercy in My Soul,Maria Faustyna Kowalska,3894.0,147.0,4.55,730.0,English,0,65.0,65.0,289.0,732.0,2743.0,2005.0,1.0,1.0,0,1
The Girlfriend,Abigail Barnette,5328.0,452.0,3.89,363.0,English,1,156.0,352.0,1143.0,1945.0,1732.0,2013.0,8.0,17.0,0,0
Scrisori imaginare,Octavian Paler,299.0,6.0,4.25,304.0,Romanian,0,2.0,8.0,43.0,106.0,140.0,2007.0,10.0,23.0,1,1
Manto: Selected Stories,Saadat Hasan Manto,1291.0,134.0,4.16,130.0,English,0,12.0,35.0,194.0,548.0,502.0,2019.0,12.0,1.0,1,1
"Pretty Guardian Sailor Moon, Vol. 1",Naoko Takeuchi,26157.0,969.0,4.28,240.0,English,1,782.0,992.0,3447.0,5824.0,15112.0,2011.0,9.0,13.0,0,1
Ghostgirl,Tonya Hurley,16494.0,1296.0,3.28,328.0,English,1,1460.0,2709.0,5200.0,3927.0,3198.0,2008.0,8.0,1.0,0,1
Synthetic Men of Mars,Edgar Rice Burroughs,2805.0,80.0,3.78,160.0,English,1,21.0,145.0,950.0,1009.0,680.0,1980.0,1.0,12.0,1,1
The Go-Between,L.P. Hartley,7533.0,624.0,3.96,326.0,English,0,107.0,385.0,1681.0,2899.0,2461.0,2002.0,10.0,23.0,1,1
The Sword of the Lictor,Gene Wolfe,7438.0,191.0,4.15,279.0,English,1,96.0,302.0,1277.0,2472.0,3291.0,1981.0,10.0,23.0,1,0
الهند و جيرانها,Will Durant,169.0,33.0,3.81,457.0,Arabic,1,4.0,9.0,49.0,60.0,47.0,2010.0,1.0,1.0,0,1
Adjátok vissza a hegyeimet,Albert Wass,160.0,2.0,4.51,?,?,0,0.0,3.0,17.0,35.0,105.0,2019.0,1.0,1.0,0,1
Shakespeare's Romeo and Juliet,Michael Rosen,26166.0,116.0,4.12,80.0,English,0,406.0,1054.0,5219.0,7731.0,11756.0,2003.0,12.0,1.0,1,0
The Insulted and Humiliated,Fyodor Dostoyevsky,12460.0,856.0,4.22,460.0,English,0,104.0,370.0,1892.0,4413.0,5681.0,2000.0,10.0,20.0,1,1
Writing Beyond Race: Living Theory and Practice,bell hooks,183.0,24.0,4.16,200.0,English,0,2.0,10.0,20.0,75.0,76.0,2012.0,10.0,25.0,0,1
Kaleidiscope One,Stefan Zweig,48.0,7.0,4.1,304.0,English,0,0.0,2.0,8.0,21.0,17.0,2006.0,11.0,28.0,0,1
The Days of Abandonment,Elena Ferrante,16759.0,1999.0,3.87,188.0,English,0,365.0,1052.0,3827.0,6647.0,4868.0,2005.0,9.0,1.0,1,1
Shocking Heaven,D.H. Sidebottom,3293.0,349.0,3.89,432.0,English,1,192.0,206.0,600.0,1082.0,1213.0,2013.0,4.0,29.0,0,0
"The Golden Spruce: A True Story of Myth, Madness, and Greed",John Vaillant,6259.0,760.0,4.08,288.0,English,0,54.0,206.0,1176.0,2578.0,2245.0,2006.0,5.0,17.0,0,1
"Jo Nesbø Collection: The Redbreast, The Snowman, The Devil's Star",Jo Nesbø,1927.0,148.0,4.34,?,?,1,10.0,21.0,183.0,800.0,913.0,2011.0,4.0,4.0,1,1
Man the Mythmaker: Literature,Northrop Frye,6.0,0.0,3.83,0.0,English,0,0.0,0.0,3.0,1.0,2.0,1997.0,9.0,1.0,0,1
War Against the Weak: Eugenics and America's Campaign to Create a Master Race,Edwin Black,749.0,95.0,4.17,592.0,English,0,11.0,25.0,108.0,288.0,317.0,2004.0,10.0,24.0,0,1
Heavy Issues,Elle Aycart,9573.0,513.0,4.08,251.0,English,1,154.0,363.0,1795.0,3541.0,3720.0,2012.0,5.0,29.0,0,0
Bed,Tao Lin,1680.0,151.0,3.65,278.0,English,0,76.0,152.0,474.0,552.0,426.0,2007.0,4.0,1.0,1,0
Keep Smiling Through,Lilian Harry,120.0,9.0,4.23,480.0,English,1,4.0,3.0,13.0,42.0,58.0,2000.0,3.0,2.0,0,1
Struck By Lightning: The Carson Phillips Journal,Chris Colfer,12013.0,1504.0,3.85,272.0,English,0,366.0,962.0,2885.0,3747.0,4053.0,2012.0,11.0,20.0,1,0
The Art of Always Being Right,Arthur Schopenhauer,6888.0,653.0,3.58,138.0,English,0,216.0,681.0,2274.0,2344.0,1373.0,2004.0,10.0,23.0,0,1
"The Clan of the Cave Bear, the Valley of Horses, the Mammoth Hunters, the Plains of Passage",Jean M. Auel,5005.0,261.0,4.28,0.0,?,1,42.0,127.0,701.0,1674.0,2461.0,1986.0,10.0,15.0,1,1
Diablo Guardián,Xavier Velasco,4406.0,375.0,4.12,500.0,Spanish,0,100.0,215.0,717.0,1390.0,1984.0,2003.0,4.0,28.0,1,1
A Disturbed Girl Implodes,James   Howell,48.0,4.0,4.31,269.0,English,1,1.0,2.0,3.0,17.0,25.0,2012.0,5.0,29.0,1,1
Claudette Colvin: Twice Toward Justice,Phillip Hoose,5204.0,967.0,4.04,133.0,English,0,137.0,241.0,931.0,1846.0,2049.0,2009.0,1.0,20.0,0,0
This Could Have Been Our Song! A Coulda Woulda Shoulda Ballad,Danielle-Claude Ngontang Mba,47.0,29.0,3.77,288.0,English,1,2.0,4.0,11.0,16.0,14.0,2013.0,8.0,26.0,0,1
Life Between Lives: Hypnotherapy for Spiritual Regression,Michael   Newton,597.0,29.0,4.24,222.0,English,0,8.0,28.0,91.0,158.0,312.0,2004.0,5.0,8.0,0,1
The Claiming of Sleeping Beauty,A.N. Roquelaure,46903.0,4106.0,3.27,253.0,English,1,6373.0,6927.0,12068.0,10545.0,10990.0,1999.0,5.0,23.0,1,1
The Girl at the Lion d'Or,Sebastian Faulks,5375.0,338.0,3.58,246.0,English,1,92.0,500.0,1831.0,2128.0,824.0,1999.0,12.0,7.0,1,1
The Silence of the Llamas,Anne Canadeo,510.0,76.0,3.69,304.0,English,1,11.0,35.0,161.0,196.0,107.0,2013.0,1.0,22.0,1,0
Strangers,Dean Koontz,40516.0,712.0,4.0,704.0,English,0,517.0,1632.0,9461.0,14714.0,14192.0,2002.0,10.0,1.0,1,1
In Search of Schrödinger's Cat: Quantum Physics and Reality,John Gribbin,16871.0,419.0,4.02,320.0,English,1,248.0,729.0,3486.0,6324.0,6084.0,1984.0,9.0,23.0,0,0
The Satanic Bible,Anton Szandor LaVey,9415.0,773.0,3.37,272.0,English,0,839.0,1538.0,2676.0,2048.0,2314.0,2005.0,10.0,23.0,0,1
"The Secret Rules Of Self-Love: How To Love Yourself, Overcome The Loneliness Of Being Single, And Achieve Happiness",Winsome Campbell-Green,57.0,7.0,3.26,88.0,?,0,12.0,6.0,8.0,17.0,14.0,2013.0,5.0,2.0,0,1
Kingdom of the Wicked,Derek Landy,11145.0,559.0,4.51,607.0,English,1,39.0,138.0,882.0,3079.0,7007.0,2012.0,8.0,30.0,0,0
Inside Delta Force: The Story of America's Elite Counterterrorist Unit,Eric L. Haney,8618.0,361.0,4.13,324.0,English,0,88.0,249.0,1591.0,3199.0,3491.0,2005.0,8.0,30.0,0,1
5 tahun 5 bulan,Hlovate,1883.0,108.0,4.41,509.0,?,0,15.0,45.0,201.0,507.0,1115.0,?,?,?,0,1
Sempre,J.M. Darhower,25958.0,2657.0,4.17,530.0,English,1,791.0,1248.0,3594.0,7353.0,12972.0,2012.0,1.0,29.0,0,0
Titus Andronicus,William Shakespeare,21602.0,1362.0,3.7,320.0,English,0,683.0,2147.0,5925.0,7014.0,5833.0,2005.0,2.0,1.0,1,1
Ninety-Three,Victor Hugo,3777.0,221.0,4.08,352.0,English,0,52.0,170.0,718.0,1313.0,1524.0,2002.0,5.0,15.0,1,1
Please Kill Me: The Uncensored Oral History of Punk,Legs McNeil,26168.0,1059.0,4.15,452.0,English,0,708.0,1081.0,3891.0,8282.0,12206.0,2006.0,4.0,13.0,0,1
Becket,Jean Anouilh,1615.0,89.0,3.99,144.0,English,0,17.0,84.0,360.0,591.0,563.0,1995.0,9.0,1.0,1,1
Nevermore,James Patterson,33417.0,2802.0,3.89,368.0,English,1,1924.0,3021.0,6158.0,8133.0,14181.0,2012.0,8.0,6.0,0,1
"Our Culture, What's Left of It: The Mandarins and the Masses",Theodore Dalrymple,1012.0,107.0,4.11,341.0,English,0,25.0,33.0,147.0,405.0,402.0,2007.0,3.0,23.0,0,1
Fairy Tales,Alexander Pushkin,3460.0,27.0,4.44,?,?,0,46.0,82.0,395.0,701.0,2236.0,1978.0,11.0,30.0,0,1
Shalador's Lady,Anne Bishop,10177.0,288.0,4.34,476.0,English,1,48.0,232.0,1285.0,3217.0,5395.0,2010.0,3.0,2.0,1,1
The Harry Potter Collection 1-4,J.K. Rowling,48098.0,298.0,4.67,1500.0,English,1,347.0,435.0,2418.0,8522.0,36376.0,1999.0,11.0,1.0,1,1
"Girl, Stolen",April Henry,18092.0,2547.0,4.04,213.0,English,1,268.0,854.0,3865.0,6094.0,7011.0,2010.0,12.0,1.0,0,1
Votes for Women,Joyce Marlow,31.0,1.0,3.84,320.0,English,1,0.0,2.0,9.0,12.0,8.0,2001.0,9.0,6.0,0,1
"Barack Obama: Son of Promise, Child of Hope",Nikki Grimes,531.0,145.0,3.99,48.0,English,0,12.0,29.0,118.0,166.0,206.0,2008.0,8.0,26.0,0,1
La Mort est mon métier,Robert Merle,3893.0,249.0,4.34,369.0,French,0,17.0,64.0,461.0,1386.0,1965.0,1972.0,6.0,1.0,0,1
"Out of Sight, Out of Time",Ally Carter,48656.0,2481.0,4.32,294.0,English,1,847.0,1246.0,5838.0,14246.0,26479.0,2012.0,3.0,13.0,0,0
Summer Ruins,Trisha Leigh,726.0,76.0,4.06,520.0,English,1,11.0,33.0,132.0,274.0,276.0,2013.0,2.0,18.0,0,0
Or Give Me Death: A Novel of Patrick Henry's Family,Ann Rinaldi,1761.0,157.0,3.75,240.0,English,0,19.0,121.0,557.0,645.0,419.0,2004.0,8.0,1.0,1,1
Nightside the Long Sun,Gene Wolfe,1410.0,80.0,4.02,333.0,English,1,20.0,53.0,286.0,564.0,487.0,1993.0,4.0,1.0,1,1
14.99 €,Frédéric Beigbeder,11805.0,393.0,3.56,244.0,Lithuanian,0,576.0,1344.0,3382.0,3856.0,2647.0,2003.0,10.0,23.0,1,1
The Gift,Cecelia Ahern,22175.0,1588.0,3.69,305.0,English,0,593.0,2141.0,6528.0,7153.0,5760.0,2009.0,8.0,20.0,1,1
